"SERVICE REQUEST TYPE","SERVICE REQUEST NUMBER","DATE SERVICE REQUEST WAS RECEIVED","LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).","IS THE BUILDING DANGEROUS OR HAZARDOUS?","IS BUILDING OPEN OR BOARDED?","IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?","IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?","IS THE BUILDING VACANT DUE TO FIRE?","ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)","ADDRESS STREET NUMBER","ADDRESS STREET DIRECTION","ADDRESS STREET NAME","ADDRESS STREET SUFFIX","ZIP CODE","X COORDINATE","Y COORDINATE","Ward","Police District","Community Area","LATITUDE","LONGITUDE","Location"
"Vacant/Abandoned Building","18-01022252","03/24/2018","Front",,"Open","WATER RUNNIGNINSIDE ,, FLOODING THE PROPERTY -- NEEDS TO BE SECURE","Vacant","false","false","10721","S","PRAIRIE","AVE","60628","1179816.965075","1833863.06505","9","5","49","41.69939165086","-87.61720457538","(41.699391650859, -87.617204575382)"
"Vacant/Abandoned Building","18-01023527","03/24/2018","Rear",,"Boarded","NONE","Vacant","false","false","7116","S","PAULINA","ST","60636","1166242.02689357","1857511.98171388","17","7","67","41.76458683403","-87.66623890329","(41.764586834034, -87.66623890329)"
"Vacant/Abandoned Building","18-01022797","03/24/2018","Front",,"Open",,"Vacant","false","false","6040","W","DAKIN","ST","60634","1135383.97322604","1925623.18279035","38","16","17","41.95209504767","-87.77772841017","(41.952095047667, -87.77772841017)"
"Vacant/Abandoned Building","18-01023536","03/24/2018","Rear",,"Open","REAR","Vacant","false","true","7110","S","PAULINA","ST","60636","1166240.92689357","1857552.08171388","17","7","67","41.76469689725","-87.66624179522","(41.764696897249, -87.666241795224)"
"Vacant/Abandoned Building","18-01015826","03/23/2018","Front",,"Open",,"Vacant","false","false","8226","S","BRANDON","AVE","60617","1198911.5799725","1851036.08002358","7","4","46","41.74605886714","-87.54671525421","(41.746058867135, -87.546715254209)"
"Vacant/Abandoned Building","18-01019343","03/23/2018","Front",,"Boarded",,"Vacant","false","true","2014","W","71ST","ST","60636","1164101.98723398","1857574.2560047","17","7","67","41.76480299977","-87.67408099705","(41.764802999774, -87.674080997048)"
"Vacant/Abandoned Building","18-01010065","03/23/2018","Front",,"Boarded",,"Vacant","false","false","3940","E","106TH","ST","60617","1204174.92999659","1835282.67310368","10","4","52","41.70269678329","-87.52796978309","(41.702696783289, -87.527969783086)"
"Vacant/Abandoned Building","18-01016678","03/23/2018",,,,,,,,"10043","S","SANGAMON","ST","60643","1171753.71588196","1838226.14087591","34","22","73","41.71154478362","-87.64660116485","(41.711544783623, -87.646601164848)"
"Vacant/Abandoned Building","18-01015949","03/23/2018","Rear",,"Open",,"Vacant","false","false","4646","W","MAYPOLE","AVE","60644","1145383.81379889","1901056.19968704","28","11","25","41.88449699398","-87.74159155411","(41.884496993978, -87.74159155411)"
"Vacant/Abandoned Building","18-01015798","03/23/2018","Front",,"Open",,"Vacant","false","false","5256","S","WOOD","ST","60609","1165238.81888866","1869835.87238217","16","9","61","41.79842646698","-87.66956725513","(41.798426466979, -87.669567255129)"
"Vacant/Abandoned Building","18-01015786","03/23/2018","Front",,"Open",,"Vacant","false","false","5300","S","WOOD","ST","60609","1165247.31888866","1869547.27238217","16","9","61","41.79763433365","-87.66954425654","(41.797634333648, -87.66954425654)"
"Vacant/Abandoned Building","18-01011072","03/23/2018","Front",,"Open","FRONT","Vacant","false","true","254","E","136TH","ST","60827","1180315.04997922","1815111.4167222","9","5","54","41.64792295323","-87.61595243186","(41.647922953232, -87.615952431857)"
"Vacant/Abandoned Building","18-01017703","03/23/2018",,,,,,,,"8337","S","DREXEL","AVE","60619","1183678.58661793","1849901.80287195","8","6","44","41.74331486554","-87.60256665368","(41.743314865537, -87.602566653679)"
"Vacant/Abandoned Building","18-01013014","03/23/2018","Front",,"Open",,"Vacant","false","true","5752","S","HERMITAGE","AVE","60636","1165660.9155334","1866545.79378093","15","7","67","41.7893891361","-87.66811270323","(41.789389136102, -87.668112703234)"
"Vacant/Abandoned Building","18-01016417","03/23/2018","Front",,"Open","FRONT REAR","Vacant","false","true","5345","S","PRINCETON","AVE","60609","1175193.79682583","1869502.47438156","3","9","37","41.79729484724","-87.63307046706","(41.797294847244, -87.633070467058)"
"Vacant/Abandoned Building","18-01009740","03/23/2018","Front",,"Open",,"Vacant","false","false","10432","S","STATE","ST","60628","1178098.49080104","1835673.45002621","34","5","49","41.70439863971","-87.62344219129","(41.704398639711, -87.623442191293)"
"Vacant/Abandoned Building","18-01011895","03/23/2018","Front",,"Open",,"Occupied","false","false","5010","S","WESTERN","AVE","60609","1161218.58558209","1871391.72401249","14","9","63","41.80278016347","-87.6842672229","(41.802780163468, -87.684267222899)"
"Vacant/Abandoned Building","18-01011549","03/23/2018",,,,,,,,"1239","N","PULASKI","RD","60651","1149489.89170462","1908084.75232633","37","25","23","41.90370539498","-87.72633075856","(41.903705394982, -87.72633075856)"
"Vacant/Abandoned Building","18-01004812","03/22/2018","Front",,"Open","FRONT AND BACK DOOR - WINDOWS","Vacant","true","true","751","E","103RD","PL","60628","1183042.68090831","1836491.28999667","9","5","50","41.70652962966","-87.60531218116","(41.706529629657, -87.605312181156)"
"Vacant/Abandoned Building","18-01000096","03/22/2018",,,,,,,,"5345","S","PRINCETON","AVE","60609","1175193.79682583","1869502.47438156","3","9","37","41.79729484724","-87.63307046706","(41.797294847244, -87.633070467058)"
"Vacant/Abandoned Building","18-01004394","03/22/2018","Front",,"Open",,"Vacant","false","true","434","E","79TH","ST","60619","1180622.66249052","1852727.49928727","6","6","69","41.75113956298","-87.61367703356","(41.751139562978, -87.613677033557)"
"Vacant/Abandoned Building","18-01005600","03/22/2018","Front",,"Boarded",,"Occupied","false","false","2727","E","76TH","ST","60649","1195872.85960729","1855176.76979956","7","4","43","41.7574969214","-87.55771274759","(41.757496921398, -87.557712747593)"
"Vacant/Abandoned Building","18-00999157","03/22/2018","Front",,"Open","FRONT AND REAR DOORS WITH BROKEN WINDOWS","Vacant","true","false","1615","W","87TH","ST","60620","1167018.21898662","1847021.01290295","21","22","71","41.7357815905","-87.6636932141","(41.735781590499, -87.663693214102)"
"Vacant/Abandoned Building","18-01001028","03/22/2018","Front",,"Open","BACK IS OPEN","Vacant","false","true","4519","W","JACKSON","BLVD","60624","1146229.4753083","1898302.46309377","28","11","26","41.87692437409","-87.73855622008","(41.876924374089, -87.738556220077)"
"Vacant/Abandoned Building","18-01006473","03/22/2018","Front",,"Open","FRONT","Vacant","false","false","4634","S","MARSHFIELD","AVE","60609","1166119.21989305","1873981.12431081","15","9","61","41.80978281802","-87.66622065749","(41.809782818017, -87.666220657493)"
"Vacant/Abandoned Building","18-01007405","03/22/2018","Front",,"Boarded","BACK DOOR","Vacant","false","true","7251","S","GREEN","ST","60621","1171891.52522811","1856769.17630105","6","7","68","41.76242638619","-87.64555377014","(41.762426386187, -87.645553770141)"
"Vacant/Abandoned Building","18-01004691","03/22/2018","Front",,"Open",,"Vacant","false","true","2939","E","97TH","ST","60617","1197465.01262986","1841198.1495042","10","4","51","41.7190989553","-87.55234275636","(41.719098955298, -87.552342756363)"
"Vacant/Abandoned Building","18-01000788","03/22/2018",,,,,,,,"2435","W","GUNNISON","ST","60625","1159202.14999208","1932206.97972821","40","20","4","41.96970424397","-87.68999031048","(41.969704243972, -87.689990310483)"
"Vacant/Abandoned Building","18-00999810","03/22/2018","Front",,"Open",,"Vacant","false","false","6149","S","CAMPBELL","AVE","60629","1160758.70232872","1863805.51320673","16","8","66","41.78197211388","-87.68616326986","(41.781972113883, -87.686163269861)"
"Vacant/Abandoned Building","18-00999322","03/22/2018","Rear",,"Open",,"Vacant","false","true","13301","S","CALUMET","AVE","60827","1180826.03031716","1817196.44151494","9","5","54","41.6536329098","-87.61401930126","(41.653632909797, -87.614019301264)"
"Vacant/Abandoned Building","18-01005127","03/22/2018","Front",,"Open","REAR","Vacant","false","false","5225","S","PAULINA","ST","60609","1165896.25688157","1870054.67989799","16","9","61","41.79901294468","-87.6671500773","(41.799012944679, -87.667150077299)"
"Vacant/Abandoned Building","18-01004233","03/22/2018","Front",,"Open",,"Vacant","false","false","1303","W","110TH","PL","60643","1169610.69367371","1831494.29607543","34","22","75","41.69311817141","-87.65464373472","(41.693118171413, -87.654643734721)"
"Vacant/Abandoned Building","18-01003309","03/22/2018","Front",,"Open","REAR","Vacant","false","false","3523","E","95TH","ST","60617","1201361.94000535","1842627.55116702","10","4","52","41.72292345012","-87.53802155135","(41.722923450122, -87.538021551349)"
"Vacant/Abandoned Building","18-00995802","03/21/2018","Front",,"Open","FRONT DOOR","Vacant","false","true","10746","S","AVENUE B",,"60617","1204785.91487746","1834314.28917929","10","4","52","41.70002376109","-87.52576582454","(41.700023761088, -87.525765824543)"
"Vacant/Abandoned Building","18-00993185","03/21/2018","Front",,"Open",,"Vacant","true","true","10141","S","UNION","AVE","60628","1173428.78250287","1837618.9123835","34","22","73","41.709841636","-87.64048455886","(41.709841635999, -87.640484558857)"
"Vacant/Abandoned Building","18-00989818","03/21/2018",,,,,,,,"4636","S","MARSHFIELD","AVE","60609","1166119.61989305","1873967.72431081","15","9","61","41.80974603838","-87.66621957187","(41.80974603838, -87.666219571873)"
"Vacant/Abandoned Building","18-00987809","03/21/2018","Front",,"Open","FRONT AND REAR DOORS WITH BROKEN WINDOWS","Vacant","false","false","6230","S","JUSTINE","ST","60636","1167071.98943039","1863411.83259113","16","7","67","41.78075908364","-87.66302832227","(41.780759083639, -87.663028322266)"
"Vacant/Abandoned Building","18-00988452","03/21/2018",,,,,,,,"8756","S","MARQUETTE","AVE","60617","1195774.91787749","1847437.8477854","7","4","46","41.73626313799","-87.55832713456","(41.736263137986, -87.55832713456)"
"Vacant/Abandoned Building","18-00994583","03/21/2018","Garage",,"Open","FRONT AND REAR","Vacant","false","true","4844","S","ASHLAND","AVE","60609","1166490.83127902","1872596.05192126","20","9","61","41.80597409861","-87.66489715485","(41.805974098607, -87.664897154848)"
"Vacant/Abandoned Building","18-00992023","03/21/2018","Front",,"Open","2ND FLOOR ENTRANCE IS NOT BOARDED UP--GANG BANGERS AND DRUG DEALERS HANG AROUND AND HIDE THEIR DRUGS--- BACKYARD IS FULL OF GARBAGE AND THE FRONT","Vacant","false","true","4727","W","GLADYS","AVE","60644","1144932.06680043","1897935.26393416","28","11","25","41.87594130781","-87.74332923517","(41.875941307812, -87.743329235172)"
"Vacant/Abandoned Building","18-00991499","03/21/2018",,,,,,,,"3838","W","79TH","ST","60652","1152053.47012354","1851906.04500592","18","8","70","41.74949340219","-87.71839112948","(41.74949340219, -87.718391129482)"
"Vacant/Abandoned Building","18-00980850","03/20/2018",,,,,,,,"6820","S","HONORE","ST","60636","1165194.03250315","1859452.56789359","17","7","67","41.7699343049","-87.6700252408","(41.769934304899, -87.6700252408)"
"Vacant/Abandoned Building","18-00974021","03/19/2018","Front",,"Open","FRONT, POSSIBLY THRU REAR, SECURITY GATE HAS BEEN BUSTED","Vacant","false","false","2749","S","HAMLIN","AVE","60623","1151484.04020818","1885455.91497394","22","10","30","41.84157038791","-87.71960005676","(41.841570387906, -87.719600056765)"
"Vacant/Abandoned Building","18-00972615","03/19/2018",,,,,,,,"402","E","89TH","PL","60619","1180494.98428723","1845728.53328403","9","6","44","41.7319365202","-87.61435918753","(41.731936520201, -87.614359187532)"
"Vacant/Abandoned Building","18-00971236","03/19/2018","Front",,"Boarded",,"Vacant","false","false","5426","S","INGLESIDE","AVE","60615","1183447.46180206","1869797.7308269","5","2","41","41.79791656448","-87.60279428846","(41.797916564481, -87.602794288463)"
"Vacant/Abandoned Building","18-00964683","03/19/2018",,,,,,,,"7240","N","ROGERS","AVE","60645","1161406.67649492","1948036.32708641","49","24","1","42.01309480902","-87.68144114894","(42.013094809022, -87.681441148939)"
"Vacant/Abandoned Building","18-00971762","03/19/2018","Front",,"Boarded",,"Vacant","false","false","434","E","79TH","ST","60619","1180622.66249052","1852727.49928727","6","6","69","41.75113956298","-87.61367703356","(41.751139562978, -87.613677033557)"
"Vacant/Abandoned Building","18-00969534","03/19/2018",,,,,,,,"1231","W","71ST","PL","60636","1169281.12558311","1857369.18987497","6","7","67","41.76412977707","-87.65510391546","(41.764129777075, -87.655103915456)"
"Vacant/Abandoned Building","18-00971933","03/19/2018","Rear",,"Open","WINDOWS","Vacant","false","false","1340","W","99TH","ST","60643","1169147.17760072","1839117.78318949","21","22","73","41.71404823729","-87.65612127904","(41.714048237294, -87.656121279038)"
"Vacant/Abandoned Building","18-00970382","03/19/2018","Front",,"Open","BACK WINDOW","Vacant","false","true","1022","N","LAWLER","AVE","60651","1142506.80909889","1906332.08188192","37","15","25","41.89902859355","-87.75202517378","(41.899028593553, -87.752025173784)"
"Vacant/Abandoned Building","18-00967130","03/19/2018","Rear",,"Open",,"Vacant","false","false","2663","E","76TH","ST","60649","1195514.67013324","1855090.39772524","7","4","43","41.75726876439","-87.55902828402","(41.757268764388, -87.559028284017)"
"Vacant/Abandoned Building","18-00970010","03/19/2018","Front",,"Open","FRONT DOOR","Vacant","false","false","11934","S","LAFAYETTE","AVE","60628","1178062.80110765","1825828.62982239","9","5","53","41.67738382672","-87.62386979373","(41.677383826724, -87.623869793727)"
"Vacant/Abandoned Building","18-00968497","03/19/2018","Rear",,"Boarded","NONE","Vacant","false","false","5924","S","ARTESIAN","AVE","60629","1161052.39241659","1865312.69921758","16","8","66","41.78610196638","-87.6850448578","(41.786101966381, -87.685044857799)"
"Vacant/Abandoned Building","18-00972091","03/19/2018","Front",,"Open","FRONT","Vacant","false","true","6235","S","EBERHART","AVE","60637","1180651.62723351","1863776.49857217","20","3","42","41.78145849358","-87.61323192143","(41.781458493577, -87.613231921434)"
"Vacant/Abandoned Building","18-00971709","03/19/2018",,,,,,,,"5539","S","ABERDEEN","ST","60621","1169928.37359243","1867990.01672234","16","7","68","41.79326057522","-87.65242335673","(41.793260575219, -87.652423356734)"
"Vacant/Abandoned Building","18-00961773","03/18/2018","Front",,"Open",,"Vacant","false","true","6449","S","MAPLEWOOD","AVE","60629","1160482.55077254","1861803.04019497","16","8","66","41.77648274789","-87.68723088019","(41.776482747893, -87.687230880185)"
"Vacant/Abandoned Building","18-00959383","03/18/2018","Front",,"Open","SIDE AND BACK DOORS - WINDOWS","Vacant","false","false","3300","W","WARREN","BLVD","60624","1154333.36671813","1900152.602909","28","11","27","41.88184338874","-87.70875153592","(41.881843388742, -87.708751535917)"
